,Path,Age,Sex,Race
74,UTKFace/1_0_2_20161219211357821.jpg.chip.jpg,1,0,2
75,UTKFace/36_0_0_20170117140152744.jpg.chip.jpg,36,0,0
76,UTKFace/49_0_0_20170117135838690.jpg.chip.jpg,49,0,0
77,UTKFace/35_0_0_20170117013741999.jpg.chip.jpg,35,0,0
78,UTKFace/26_0_1_20170116010019224.jpg.chip.jpg,26,0,1
79,UTKFace/24_0_1_20170116010734667.jpg.chip.jpg,24,0,1
80,UTKFace/59_0_0_20170111203940975.jpg.chip.jpg,59,0,0
81,UTKFace/30_1_3_20170117150440114.jpg.chip.jpg,30,1,3
82,UTKFace/41_1_0_20170104185117127.jpg.chip.jpg,41,1,0
83,UTKFace/46_0_0_20170117190143691.jpg.chip.jpg,46,0,0
84,UTKFace/82_1_0_20170120225739329.jpg.chip.jpg,82,1,0
85,UTKFace/53_0_3_20170112220530017.jpg.chip.jpg,53,0,3
86,UTKFace/3_1_4_20170103205114064.jpg.chip.jpg,3,1,4
87,UTKFace/27_0_0_20170116204136393.jpg.chip.jpg,27,0,0
88,UTKFace/10_1_0_20170109204259563.jpg.chip.jpg,10,1,0
89,UTKFace/22_0_2_20170116175910195.jpg.chip.jpg,22,0,2
90,UTKFace/3_0_0_20170110213411465.jpg.chip.jpg,3,0,0
91,UTKFace/36_0_0_20170117135436708.jpg.chip.jpg,36,0,0
92,UTKFace/37_1_0_20170103183817362.jpg.chip.jpg,37,1,0
93,UTKFace/40_0_3_20170119183403621.jpg.chip.jpg,40,0,3
94,UTKFace/18_1_0_20170117140252214.jpg.chip.jpg,18,1,0
95,UTKFace/35_0_0_20170117180618449.jpg.chip.jpg,35,0,0
96,UTKFace/5_1_3_20161220221527498.jpg.chip.jpg,5,1,3
97,UTKFace/44_0_0_20170117135644544.jpg.chip.jpg,44,0,0
98,UTKFace/45_0_0_20170104205911974.jpg.chip.jpg,45,0,0
99,UTKFace/35_0_3_20170109132951262.jpg.chip.jpg,35,0,3
100,UTKFace/32_1_2_20170116191616216.jpg.chip.jpg,32,1,2
101,UTKFace/5_1_1_20170104010044345.jpg.chip.jpg,5,1,1
102,UTKFace/35_1_4_20170117201052046.jpg.chip.jpg,35,1,4
103,UTKFace/21_0_3_20170117141644440.jpg.chip.jpg,21,0,3
104,UTKFace/2_0_2_20161219222215999.jpg.chip.jpg,2,0,2
105,UTKFace/27_1_2_20170116171651433.jpg.chip.jpg,27,1,2
106,UTKFace/76_1_2_20170112205409556.jpg.chip.jpg,76,1,2
107,UTKFace/58_0_0_20170117172932280.jpg.chip.jpg,58,0,0
108,UTKFace/3_1_4_20170104005006111.jpg.chip.jpg,3,1,4
109,UTKFace/26_0_0_20170116193316697.jpg.chip.jpg,26,0,0
110,UTKFace/8_1_0_20170109203617429.jpg.chip.jpg,8,1,0
111,UTKFace/28_0_1_20170116203348523.jpg.chip.jpg,28,0,1
112,UTKFace/40_0_0_20170117185304858.jpg.chip.jpg,40,0,0
113,UTKFace/56_1_3_20170109132208103.jpg.chip.jpg,56,1,3
114,UTKFace/39_1_1_20170112234541208.jpg.chip.jpg,39,1,1
115,UTKFace/4_0_0_20170110224413618.jpg.chip.jpg,4,0,0
116,UTKFace/54_0_0_20170104212522653.jpg.chip.jpg,54,0,0
117,UTKFace/15_1_4_20170103214742821.jpg.chip.jpg,15,1,4
118,UTKFace/96_1_1_20170110183853718.jpg.chip.jpg,96,1,1
119,UTKFace/1_1_0_20170109191148861.jpg.chip.jpg,1,1,0
120,UTKFace/26_1_4_20161221193701030.jpg.chip.jpg,26,1,4
121,UTKFace/26_0_1_20170116235022816.jpg.chip.jpg,26,0,1
122,UTKFace/26_0_1_20170113132700512.jpg.chip.jpg,26,0,1
123,UTKFace/28_1_1_20170112213628607.jpg.chip.jpg,28,1,1
124,UTKFace/44_0_0_20170105173313757.jpg.chip.jpg,44,0,0
125,UTKFace/45_0_0_20170104194418815.jpg.chip.jpg,45,0,0
126,UTKFace/31_1_2_20170117131205330.jpg.chip.jpg,31,1,2
127,UTKFace/40_1_0_20170117152046787.jpg.chip.jpg,40,1,0
128,UTKFace/28_0_0_20170117180237845.jpg.chip.jpg,28,0,0
129,UTKFace/24_1_3_20170117145425107.jpg.chip.jpg,24,1,3
130,UTKFace/34_0_1_20170117165134738.jpg.chip.jpg,34,0,1
131,UTKFace/26_1_2_20170116175341740.jpg.chip.jpg,26,1,2
132,UTKFace/56_1_0_20170110154644528.jpg.chip.jpg,56,1,0
133,UTKFace/25_1_0_20170117195321747.jpg.chip.jpg,25,1,0
134,UTKFace/5_0_3_20161220220030442.jpg.chip.jpg,5,0,3
135,UTKFace/26_1_3_20170119193100235.jpg.chip.jpg,26,1,3
136,UTKFace/28_0_0_20170113210126785.jpg.chip.jpg,28,0,0
137,UTKFace/26_1_2_20170116184553462.jpg.chip.jpg,26,1,2
138,UTKFace/23_1_3_20170104223200053.jpg.chip.jpg,23,1,3
139,UTKFace/1_0_0_20161219163425847.jpg.chip.jpg,1,0,0
140,UTKFace/18_1_0_20170109212647587.jpg.chip.jpg,18,1,0
141,UTKFace/4_1_0_20170109190928456.jpg.chip.jpg,4,1,0
142,UTKFace/61_1_0_20170109142140107.jpg.chip.jpg,61,1,0
143,UTKFace/26_0_1_20170113154809050.jpg.chip.jpg,26,0,1
144,UTKFace/1_0_4_20161221201411850.jpg.chip.jpg,1,0,4
145,UTKFace/12_1_0_20170109203628860.jpg.chip.jpg,12,1,0
146,UTKFace/27_1_2_20170116175930683.jpg.chip.jpg,27,1,2
147,UTKFace/40_0_4_20170104001839285.jpg.chip.jpg,40,0,4
148,UTKFace/53_0_0_20170109012753174.jpg.chip.jpg,53,0,0
149,UTKFace/22_1_4_20170112233623976.jpg.chip.jpg,22,1,4
150,UTKFace/60_1_0_20170110150258412.jpg.chip.jpg,60,1,0
151,UTKFace/25_1_4_20170103230304689.jpg.chip.jpg,25,1,4
152,UTKFace/18_1_3_20170119152509320.jpg.chip.jpg,18,1,3
153,UTKFace/27_1_1_20170116223029775.jpg.chip.jpg,27,1,1
154,UTKFace/8_0_0_20170103210825483.jpg.chip.jpg,8,0,0
155,UTKFace/26_0_1_20170114032944348.jpg.chip.jpg,26,0,1
156,UTKFace/63_1_1_20170113190755479.jpg.chip.jpg,63,1,1
157,UTKFace/1_0_4_20161221195030936.jpg.chip.jpg,1,0,4
158,UTKFace/67_1_0_20170120224818072.jpg.chip.jpg,67,1,0
159,UTKFace/75_1_0_20170120230326690.jpg.chip.jpg,75,1,0
160,UTKFace/60_1_0_20170110152933482.jpg.chip.jpg,60,1,0
161,UTKFace/26_0_0_20170120134406935.jpg.chip.jpg,26,0,0
162,UTKFace/34_0_1_20170117010104315.jpg.chip.jpg,34,0,1
163,UTKFace/34_1_1_20170114033230436.jpg.chip.jpg,34,1,1
164,UTKFace/47_0_0_20170117195457344.jpg.chip.jpg,47,0,0
165,UTKFace/40_0_4_20170117135456629.jpg.chip.jpg,40,0,4
166,UTKFace/26_1_1_20170117163837655.jpg.chip.jpg,26,1,1
167,UTKFace/26_0_2_20170116180402719.jpg.chip.jpg,26,0,2
168,UTKFace/22_0_1_20170113150443999.jpg.chip.jpg,22,0,1
169,UTKFace/48_0_0_20170113184317135.jpg.chip.jpg,48,0,0
170,UTKFace/24_0_1_20170117204434040.jpg.chip.jpg,24,0,1
171,UTKFace/19_1_0_20170104011946801.jpg.chip.jpg,19,1,0
172,UTKFace/27_0_3_20170119193304226.jpg.chip.jpg,27,0,3
173,UTKFace/26_1_1_20170103225852672.jpg.chip.jpg,26,1,1
174,UTKFace/62_1_1_20170113013045520.jpg.chip.jpg,62,1,1
175,UTKFace/44_1_1_20170116164354400.jpg.chip.jpg,44,1,1
176,UTKFace/2_0_0_20170110211511626.jpg.chip.jpg,2,0,0
177,UTKFace/45_1_0_20170104205620028.jpg.chip.jpg,45,1,0
178,UTKFace/32_1_2_20170117134733341.jpg.chip.jpg,32,1,2
179,UTKFace/47_0_3_20170119175043787.jpg.chip.jpg,47,0,3
180,UTKFace/35_0_2_20170116165347849.jpg.chip.jpg,35,0,2
181,UTKFace/35_0_1_20170117173329389.jpg.chip.jpg,35,0,1
182,UTKFace/8_1_0_20170109201724457.jpg.chip.jpg,8,1,0
183,UTKFace/27_0_1_20170117005912432.jpg.chip.jpg,27,0,1
184,UTKFace/43_0_3_20170112220309502.jpg.chip.jpg,43,0,3
185,UTKFace/25_1_0_20170116223850990.jpg.chip.jpg,25,1,0
186,UTKFace/32_0_0_20170113183159286.jpg.chip.jpg,32,0,0
187,UTKFace/38_1_0_20170109221205343.jpg.chip.jpg,38,1,0
188,UTKFace/18_1_0_20170109214251980.jpg.chip.jpg,18,1,0
189,UTKFace/71_0_0_20170109015622110.jpg.chip.jpg,71,0,0
190,UTKFace/49_1_0_20170110154336582.jpg.chip.jpg,49,1,0
191,UTKFace/36_0_1_20170117163255045.jpg.chip.jpg,36,0,1
192,UTKFace/53_0_0_20170111171747396.jpg.chip.jpg,53,0,0
193,UTKFace/25_0_2_20170104192902767.jpg.chip.jpg,25,0,2
194,UTKFace/36_1_0_20170104172916913.jpg.chip.jpg,36,1,0
195,UTKFace/50_1_0_20170113210319697.jpg.chip.jpg,50,1,0
196,UTKFace/89_0_3_20170105175600694.jpg.chip.jpg,89,0,3
197,UTKFace/53_0_0_20170105173248910.jpg.chip.jpg,53,0,0
198,UTKFace/41_1_3_20170104214413309.jpg.chip.jpg,41,1,3
199,UTKFace/21_1_4_20170103230521217.jpg.chip.jpg,21,1,4
200,UTKFace/27_0_1_20170120220051617.jpg.chip.jpg,27,0,1
201,UTKFace/27_0_1_20170117134943088.jpg.chip.jpg,27,0,1
202,UTKFace/54_0_3_20170119210110894.jpg.chip.jpg,54,0,3
203,UTKFace/59_1_1_20170116203506659.jpg.chip.jpg,59,1,1
204,UTKFace/90_0_1_20170117194324750.jpg.chip.jpg,90,0,1
205,UTKFace/20_1_3_20170119153755113.jpg.chip.jpg,20,1,3
206,UTKFace/22_1_1_20170114025927882.jpg.chip.jpg,22,1,1
207,UTKFace/60_1_0_20170110122626700.jpg.chip.jpg,60,1,0
208,UTKFace/34_0_0_20170116232927836.jpg.chip.jpg,34,0,0
209,UTKFace/26_1_1_20170112210923338.jpg.chip.jpg,26,1,1
210,UTKFace/35_1_1_20170113001650939.jpg.chip.jpg,35,1,1
211,UTKFace/4_0_0_20170110224705396.jpg.chip.jpg,4,0,0
212,UTKFace/35_1_0_20170103163453110.jpg.chip.jpg,35,1,0
213,UTKFace/1_0_2_20161219205318388.jpg.chip.jpg,1,0,2
214,UTKFace/26_1_0_20170113210126901.jpg.chip.jpg,26,1,0
215,UTKFace/22_1_4_20170103223356448.jpg.chip.jpg,22,1,4
216,UTKFace/35_1_1_20170112191352903.jpg.chip.jpg,35,1,1
217,UTKFace/1_1_1_20170109194548732.jpg.chip.jpg,1,1,1
218,UTKFace/22_0_1_20170113133604687.jpg.chip.jpg,22,0,1
219,UTKFace/36_0_0_20170117135445816.jpg.chip.jpg,36,0,0
220,UTKFace/61_0_0_20170117185746790.jpg.chip.jpg,61,0,0
221,UTKFace/14_0_1_20170117133924867.jpg.chip.jpg,14,0,1
222,UTKFace/68_1_0_20170110122503348.jpg.chip.jpg,68,1,0
223,UTKFace/20_1_3_20170119144712261.jpg.chip.jpg,20,1,3
224,UTKFace/29_0_1_20170117104538522.jpg.chip.jpg,29,0,1
225,UTKFace/27_1_4_20170103234931350.jpg.chip.jpg,27,1,4
226,UTKFace/33_1_3_20170104235051234.jpg.chip.jpg,33,1,3
227,UTKFace/26_1_3_20170119192328849.jpg.chip.jpg,26,1,3
228,UTKFace/54_0_3_20170119181142982.jpg.chip.jpg,54,0,3
229,UTKFace/26_0_1_20170116182128259.jpg.chip.jpg,26,0,1
230,UTKFace/19_1_0_20170103201812887.jpg.chip.jpg,19,1,0
231,UTKFace/28_0_0_20170113210605140.jpg.chip.jpg,28,0,0
232,UTKFace/26_1_3_20170104222955855.jpg.chip.jpg,26,1,3
233,UTKFace/25_1_1_20170112205154091.jpg.chip.jpg,25,1,1
234,UTKFace/24_1_3_20170117150638948.jpg.chip.jpg,24,1,3
235,UTKFace/56_1_2_20170105000902100.jpg.chip.jpg,56,1,2
236,UTKFace/34_1_0_20170117134932847.jpg.chip.jpg,34,1,0
237,UTKFace/16_0_0_20170110231633585.jpg.chip.jpg,16,0,0
238,UTKFace/33_0_0_20170117145924419.jpg.chip.jpg,33,0,0
239,UTKFace/25_1_1_20170116003311354.jpg.chip.jpg,25,1,1
240,UTKFace/3_1_2_20161219155421253.jpg.chip.jpg,3,1,2
241,UTKFace/32_0_0_20170117182402092.jpg.chip.jpg,32,0,0
242,UTKFace/80_0_0_20170111205541652.jpg.chip.jpg,80,0,0
243,UTKFace/42_1_0_20170116232623436.jpg.chip.jpg,42,1,0
244,UTKFace/65_0_3_20170117190407347.jpg.chip.jpg,65,0,3
245,UTKFace/16_0_0_20170110232208589.jpg.chip.jpg,16,0,0
246,UTKFace/32_1_0_20170117140131110.jpg.chip.jpg,32,1,0
247,UTKFace/50_0_0_20170117120742302.jpg.chip.jpg,50,0,0
248,UTKFace/57_0_0_20170103183943554.jpg.chip.jpg,57,0,0
249,UTKFace/76_1_0_20170120225951434.jpg.chip.jpg,76,1,0
250,UTKFace/25_0_4_20170113133224545.jpg.chip.jpg,25,0,4
251,UTKFace/44_1_3_20170119172158321.jpg.chip.jpg,44,1,3
252,UTKFace/21_0_4_20161223214826657.jpg.chip.jpg,21,0,4
253,UTKFace/25_1_4_20161220222242243.jpg.chip.jpg,25,1,4
254,UTKFace/52_0_0_20170104212253932.jpg.chip.jpg,52,0,0
255,UTKFace/16_1_1_20170109213003514.jpg.chip.jpg,16,1,1
256,UTKFace/31_0_1_20170116024715934.jpg.chip.jpg,31,0,1
257,UTKFace/29_1_0_20170114030939325.jpg.chip.jpg,29,1,0
258,UTKFace/22_1_3_20170104223452679.jpg.chip.jpg,22,1,3
259,UTKFace/62_0_0_20170120224648431.jpg.chip.jpg,62,0,0
260,UTKFace/4_0_2_20161219200030036.jpg.chip.jpg,4,0,2
261,UTKFace/16_1_1_20170112191148791.jpg.chip.jpg,16,1,1
262,UTKFace/17_0_1_20170113132534529.jpg.chip.jpg,17,0,1
263,UTKFace/25_0_0_20170117142023338.jpg.chip.jpg,25,0,0
264,UTKFace/35_1_0_20170117142830378.jpg.chip.jpg,35,1,0
265,UTKFace/7_1_2_20161219190156114.jpg.chip.jpg,7,1,2
266,UTKFace/37_0_2_20170104022325581.jpg.chip.jpg,37,0,2
267,UTKFace/58_0_0_20170117193906036.jpg.chip.jpg,58,0,0
268,UTKFace/26_0_3_20170104230424841.jpg.chip.jpg,26,0,3
269,UTKFace/69_1_0_20170110141304032.jpg.chip.jpg,69,1,0
270,UTKFace/55_0_0_20170104212750765.jpg.chip.jpg,55,0,0
271,UTKFace/8_0_0_20170110220309370.jpg.chip.jpg,8,0,0
272,UTKFace/25_0_0_20170116200810348.jpg.chip.jpg,25,0,0
273,UTKFace/24_1_4_20170103225121913.jpg.chip.jpg,24,1,4
274,UTKFace/56_0_3_20170104232205049.jpg.chip.jpg,56,0,3
275,UTKFace/36_0_3_20170104220654654.jpg.chip.jpg,36,0,3
276,UTKFace/4_1_1_20161219160210758.jpg.chip.jpg,4,1,1
277,UTKFace/26_1_3_20170104223140343.jpg.chip.jpg,26,1,3
278,UTKFace/42_0_0_20170116232941954.jpg.chip.jpg,42,0,0
279,UTKFace/85_1_0_20170110183711497.jpg.chip.jpg,85,1,0
280,UTKFace/35_1_0_20170116222743531.jpg.chip.jpg,35,1,0
281,UTKFace/39_0_0_20170109004718122.jpg.chip.jpg,39,0,0
282,UTKFace/30_0_0_20170117130633696.jpg.chip.jpg,30,0,0
283,UTKFace/60_0_2_20170116182650366.jpg.chip.jpg,60,0,2
284,UTKFace/59_1_0_20170105171834484.jpg.chip.jpg,59,1,0
285,UTKFace/45_0_0_20170117170513474.jpg.chip.jpg,45,0,0
286,UTKFace/26_1_2_20170116184704425.jpg.chip.jpg,26,1,2
287,UTKFace/30_0_1_20170113133719624.jpg.chip.jpg,30,0,1
288,UTKFace/25_1_3_20170119172101233.jpg.chip.jpg,25,1,3
289,UTKFace/28_0_3_20170117180213062.jpg.chip.jpg,28,0,3
290,UTKFace/54_0_0_20170120223243212.jpg.chip.jpg,54,0,0
291,UTKFace/26_0_1_20170116010432759.jpg.chip.jpg,26,0,1
292,UTKFace/71_1_0_20170110153303997.jpg.chip.jpg,71,1,0
293,UTKFace/30_1_0_20170117131121016.jpg.chip.jpg,30,1,0
294,UTKFace/25_0_1_20170113151453752.jpg.chip.jpg,25,0,1
295,UTKFace/30_0_0_20170117130638578.jpg.chip.jpg,30,0,0
296,UTKFace/42_0_1_20170113190548728.jpg.chip.jpg,42,0,1
297,UTKFace/60_0_1_20170117163534458.jpg.chip.jpg,60,0,1
298,UTKFace/44_0_1_20170117142003663.jpg.chip.jpg,44,0,1
299,UTKFace/1_1_1_20161219155940125.jpg.chip.jpg,1,1,1
300,UTKFace/65_0_1_20170113182137398.jpg.chip.jpg,65,0,1
301,UTKFace/65_0_2_20170119205814303.jpg.chip.jpg,65,0,2
302,UTKFace/78_1_0_20170120230348881.jpg.chip.jpg,78,1,0
303,UTKFace/50_0_1_20170117135655702.jpg.chip.jpg,50,0,1
304,UTKFace/18_1_1_20170114030258171.jpg.chip.jpg,18,1,1
305,UTKFace/32_0_3_20170104201821698.jpg.chip.jpg,32,0,3
306,UTKFace/24_1_0_20170103180635111.jpg.chip.jpg,24,1,0
307,UTKFace/26_1_0_20170113210605337.jpg.chip.jpg,26,1,0
308,UTKFace/26_1_2_20170116175901780.jpg.chip.jpg,26,1,2
309,UTKFace/54_0_3_20170119210113528.jpg.chip.jpg,54,0,3
310,UTKFace/26_1_0_20170116165702615.jpg.chip.jpg,26,1,0
311,UTKFace/15_0_3_20170104225254497.jpg.chip.jpg,15,0,3
312,UTKFace/37_0_0_20170117135948781.jpg.chip.jpg,37,0,0
313,UTKFace/24_1_1_20170113011157712.jpg.chip.jpg,24,1,1
314,UTKFace/35_0_1_20170117130104546.jpg.chip.jpg,35,0,1
315,UTKFace/81_1_0_20170120230532540.jpg.chip.jpg,81,1,0
316,UTKFace/55_1_0_20170110122115175.jpg.chip.jpg,55,1,0
317,UTKFace/55_0_0_20170117190001481.jpg.chip.jpg,55,0,0
318,UTKFace/27_0_1_20170113150450280.jpg.chip.jpg,27,0,1
319,UTKFace/23_1_2_20170116172817773.jpg.chip.jpg,23,1,2
320,UTKFace/37_0_3_20170119202228541.jpg.chip.jpg,37,0,3
321,UTKFace/28_1_0_20170116222126409.jpg.chip.jpg,28,1,0
322,UTKFace/1_0_4_20161221193606310.jpg.chip.jpg,1,0,4
323,UTKFace/1_1_3_20161220144645535.jpg.chip.jpg,1,1,3
324,UTKFace/37_1_1_20170117140121123.jpg.chip.jpg,37,1,1
325,UTKFace/55_1_0_20170117092223899.jpg.chip.jpg,55,1,0
326,UTKFace/42_1_1_20170116153229826.jpg.chip.jpg,42,1,1
327,UTKFace/33_1_0_20170104165723873.jpg.chip.jpg,33,1,0
328,UTKFace/58_0_0_20170105173550604.jpg.chip.jpg,58,0,0
329,UTKFace/52_0_3_20170119205700727.jpg.chip.jpg,52,0,3
330,UTKFace/46_0_3_20170112205640068.jpg.chip.jpg,46,0,3
331,UTKFace/44_0_1_20170113142045653.jpg.chip.jpg,44,0,1
332,UTKFace/1_1_3_20161219225238384.jpg.chip.jpg,1,1,3
333,UTKFace/54_0_3_20170119200516380.jpg.chip.jpg,54,0,3
334,UTKFace/27_0_0_20170104231544105.jpg.chip.jpg,27,0,0
335,UTKFace/26_0_0_20170104230421569.jpg.chip.jpg,26,0,0
336,UTKFace/2_0_2_20161219205134348.jpg.chip.jpg,2,0,2
337,UTKFace/34_0_1_20170116200653236.jpg.chip.jpg,34,0,1
338,UTKFace/26_0_0_20170117200045150.jpg.chip.jpg,26,0,0
339,UTKFace/52_0_0_20170104184201550.jpg.chip.jpg,52,0,0
340,UTKFace/42_0_3_20170117175439914.jpg.chip.jpg,42,0,3
341,UTKFace/35_1_0_20170117183029095.jpg.chip.jpg,35,1,0
342,UTKFace/35_1_1_20170112235121616.jpg.chip.jpg,35,1,1
343,UTKFace/26_1_0_20170117174119845.jpg.chip.jpg,26,1,0
344,UTKFace/55_1_0_20170110160643422.jpg.chip.jpg,55,1,0
345,UTKFace/23_1_0_20170105002627948.jpg.chip.jpg,23,1,0
346,UTKFace/9_0_0_20170110220712974.jpg.chip.jpg,9,0,0
347,UTKFace/29_0_0_20170117180857403.jpg.chip.jpg,29,0,0
348,UTKFace/2_0_2_20161219163447671.jpg.chip.jpg,2,0,2
349,UTKFace/45_0_3_20170119201202684.jpg.chip.jpg,45,0,3
350,UTKFace/27_0_0_20170117202108094.jpg.chip.jpg,27,0,0
351,UTKFace/36_0_3_20170119183315430.jpg.chip.jpg,36,0,3
352,UTKFace/60_0_0_20170111171747538.jpg.chip.jpg,60,0,0
353,UTKFace/38_0_1_20170116232535514.jpg.chip.jpg,38,0,1
354,UTKFace/43_0_0_20170117185833850.jpg.chip.jpg,43,0,0
355,UTKFace/17_1_4_20170102234911226.jpg.chip.jpg,17,1,4
356,UTKFace/46_0_3_20170119204754151.jpg.chip.jpg,46,0,3
357,UTKFace/24_0_0_20170116215532270.jpg.chip.jpg,24,0,0
358,UTKFace/58_0_1_20170120222527209.jpg.chip.jpg,58,0,1
359,UTKFace/39_1_0_20170117185231233.jpg.chip.jpg,39,1,0
360,UTKFace/5_1_3_20161219225937112.jpg.chip.jpg,5,1,3
361,UTKFace/18_0_3_20170117140743776.jpg.chip.jpg,18,0,3
362,UTKFace/29_1_0_20170103181157688.jpg.chip.jpg,29,1,0
363,UTKFace/37_0_3_20170105175547134.jpg.chip.jpg,37,0,3
364,UTKFace/8_1_1_20170109203648153.jpg.chip.jpg,8,1,1
365,UTKFace/1_0_2_20161219204958037.jpg.chip.jpg,1,0,2
366,UTKFace/90_0_1_20170111223916765.jpg.chip.jpg,90,0,1
